meal_name,diet_type,cost_inr,ingredients,num_ingredients,calories,prep_time,protein,fat,carbs,vegan,vegetarian,keto,paleo,gluten_free,mediterranean,is_healthy
Quinoa Salad,Veg,137,"quinoa, cucumber, cherry tomatoes, feta cheese, lemon dressing",0.8181818181818182,0.1945454545454545,0.02,0.0245142629934795,0.8718432602835308,0.0150571160413526,1,1,0,0,0,1,0
Tofu Stir Fry,Veg,145,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.0909090909090909,0.7545454545454545,0.62,0.8028692950482553,1.0,0.3483415902858888,1,1,0,0,0,0,0
Chickpea Stew,Veg,127,"chickpeas, spinach, tomatoes, coconut milk, curry powder",0.3636363636363636,0.4927272727272727,0.86,0.9891201176777196,0.7697617112351994,0.4161785748852046,1,1,0,0,0,0,0
Gluten-Free Pasta,Veg,139,"rice pasta, tomato sauce, garlic, olive oil, basil",0.2727272727272727,0.7054545454545454,0.0,0.2399903768040957,0.1103080583105328,0.3522975362187641,0,0,0,0,1,0,0
Cauliflower Rice Bowl,Veg,159,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.2727272727272727,0.2636363636363636,0.72,0.0422974330318805,0.0174749923009366,0.9927811990711736,1,1,0,1,1,0,0
Keto Avocado Salad,Non-veg,208,"avocado, bacon, hard boiled egg, mixed greens, ranch dressing",0.0,0.6236363636363637,0.06,0.2193618346978662,0.9519064224582456,0.7890552921417014,0,0,1,1,1,0,0
Grilled Salmon,Non-veg,437,"salmon fillet, lemon, asparagus, olive oil, herbs",1.0,0.7981818181818182,0.9,0.603868844809175,0.9055529200003825,0.9942607755562772,0,0,1,1,1,1,0
Gluten-Free Pasta,Veg,135,"rice pasta, tomato sauce, garlic, olive oil, basil",0.2727272727272727,0.5618181818181818,1.0,0.5153069058872254,0.2308060466943302,0.1721264161705697,0,0,0,0,1,0,1
Keto Avocado Salad,Non-veg,199,"avocado, bacon, hard boiled egg, mixed greens, ranch dressing",0.0,0.9181818181818182,0.04,0.8304324321414119,0.8023397119831389,0.6306622619218721,0,0,1,1,1,0,0
Chickpea Stew,Veg,150,"chickpeas, spinach, tomatoes, coconut milk, curry powder",0.7272727272727273,0.1781818181818182,0.38,1.0,0.173888697297702,0.3944027824926411,1,1,0,0,0,0,0
Cauliflower Rice Bowl,Veg,167,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.0909090909090909,0.1109090909090909,0.32,0.1546736970725408,0.8174410340912642,0.2205977283766302,1,1,0,1,1,0,0
Turkey Lettuce Wraps,Non-veg,235,"ground turkey, lettuce leaves, ginger, soy sauce, water chestnuts",0.7272727272727273,0.5963636363636363,0.06,0.5830503525318133,0.0912730299551034,0.8812337644436307,0,0,1,1,1,1,0
Keto Omelette,Veg,128,"eggs, spinach, mushrooms, cheddar cheese, avocado",0.9090909090909092,0.9818181818181818,0.16,0.0445926211376016,0.853892888153332,0.0293751302260081,0,0,1,0,1,0,0
Turkey Lettuce Wraps,Non-veg,211,"ground turkey, lettuce leaves, ginger, soy sauce, water chestnuts",0.6363636363636364,0.9745454545454544,0.08,0.7389725970571147,0.2816547582372453,0.2491352279033373,0,0,1,1,1,1,0
Paleo Chicken Bowl,Non-veg,291,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.6363636363636364,0.4545454545454545,0.08,0.0490221467439645,0.5334981091472416,0.9668822211342012,0,0,1,1,1,0,0
Eggplant Parmesan,Veg,183,"eggplant, marinara sauce, mozzarella, parmesan, basil",1.0,0.2054545454545454,0.78,0.887423879122113,0.5169330539180217,0.9106254455793368,0,1,0,0,0,1,0
Keto Omelette,Veg,129,"eggs, spinach, mushrooms, cheddar cheese, avocado",0.6363636363636364,0.0709090909090909,0.66,0.5465567964379114,0.8662231677272764,0.7360086807192487,0,0,1,0,1,0,0
Greek Yogurt Parfait,Veg,109,"greek yogurt, honey, granola, mixed berries, walnuts",0.6363636363636364,0.1654545454545454,0.64,0.1581361220014903,0.1603596133891294,0.3314438582368131,0,1,0,0,0,1,0
Tofu Stir Fry,Veg,170,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.7272727272727273,0.3072727272727272,0.7,0.621773156826638,0.7541658119495649,0.1539944661761362,1,1,0,0,0,0,0
Grilled Salmon,Non-veg,444,"salmon fillet, lemon, asparagus, olive oil, herbs",0.8181818181818182,0.0545454545454545,0.44,0.0051598710114976,0.8215651726150649,0.22483112017654,0,0,1,1,1,1,0
Gluten-Free Pasta,Veg,162,"rice pasta, tomato sauce, garlic, olive oil, basil",0.0909090909090909,0.6454545454545455,0.02,0.8363913273868977,0.5083001100200697,0.0,0,0,0,0,1,0,0
Tofu Stir Fry,Veg,157,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.9090909090909092,0.2036363636363636,0.8,0.6350430325806796,0.260013086892665,0.6349393478383248,1,1,0,0,0,0,0
Tofu Stir Fry,Veg,163,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.1818181818181818,0.5909090909090909,0.36,0.7649202771193905,0.5421839583597848,0.9677623990024116,1,1,0,0,0,0,0
Turkey Lettuce Wraps,Non-veg,235,"ground turkey, lettuce leaves, ginger, soy sauce, water chestnuts",0.3636363636363636,0.5036363636363637,0.06,0.1746331352625743,0.7723488963075851,0.9518852532728136,0,0,1,1,1,1,0
Chickpea Stew,Veg,131,"chickpeas, spinach, tomatoes, coconut milk, curry powder",1.0,0.7272727272727273,0.18,0.4759916255017076,0.0576222343443059,0.0691051835942031,1,1,0,0,0,0,0
Cauliflower Rice Bowl,Veg,161,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.0909090909090909,0.4890909090909091,0.92,0.9738364990462764,0.7510932962039958,0.1251430042848911,1,1,0,1,1,0,0
Lentil Soup,Veg,124,"lentils, carrots, celery, onion, vegetable broth, spices",0.5454545454545454,0.0509090909090909,0.2,0.825715609980828,0.3723247881643743,0.8218742547583323,0,1,0,0,0,0,0
Grilled Salmon,Non-veg,463,"salmon fillet, lemon, asparagus, olive oil, herbs",0.8181818181818182,0.9763636363636364,0.66,0.2750186751708187,0.9991883534703404,0.4246912279557476,0,0,1,1,1,1,0
Tofu Stir Fry,Veg,148,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.7272727272727273,0.069090909090909,0.28,0.7988752230313957,0.694982927793924,0.2168839573527292,1,1,0,0,0,0,0
Chicken Stir Fry,Non-veg,254,"chicken breast, bell peppers, onion, soy sauce, ginger",0.2727272727272727,0.0381818181818181,0.2,0.2746496524648066,0.952811070221954,0.1463592344868217,0,0,1,1,1,0,0
Turkey Lettuce Wraps,Non-veg,209,"ground turkey, lettuce leaves, ginger, soy sauce, water chestnuts",0.3636363636363636,0.1509090909090909,0.1,0.7639816625430192,0.4429672399699827,0.3091297350358132,0,0,1,1,1,1,0
Paleo Chicken Bowl,Non-veg,287,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.0909090909090909,0.2945454545454545,0.96,0.6549981782540194,0.3690092851434506,0.8679783445152908,0,0,1,1,1,0,0
Eggplant Parmesan,Veg,181,"eggplant, marinara sauce, mozzarella, parmesan, basil",0.9090909090909092,0.1072727272727272,0.9,0.2047345411511517,0.0909498722672513,0.1489897046606193,0,1,0,0,0,1,0
Shrimp Zoodles,Non-veg,317,"shrimp, zucchini noodles, garlic, lemon, parmesan",0.0909090909090909,0.36,0.04,0.8008737020066874,0.294463904936825,0.9160098317528084,0,0,1,1,1,0,0
Keto Omelette,Veg,129,"eggs, spinach, mushrooms, cheddar cheese, avocado",0.2727272727272727,0.9563636363636364,0.48,0.0012264600326253,0.5993881513005113,0.6079287171885789,0,0,1,0,1,0,0
Almond Flour Pancakes,Veg,175,"almond flour, eggs, almond milk, maple syrup, baking powder",0.2727272727272727,0.9454545454545454,0.74,0.2266854677234549,0.1607860469186352,0.652657363024456,0,1,1,1,1,0,0
Chicken Stir Fry,Non-veg,253,"chicken breast, bell peppers, onion, soy sauce, ginger",0.6363636363636364,0.7163636363636363,0.24,0.1503362961207525,0.4653231578656369,0.6819319976021642,0,0,1,1,1,0,0
Cauliflower Rice Bowl,Veg,148,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.4545454545454545,0.9872727272727272,0.2,0.6985354450340586,0.8618416929307945,0.7824855310797734,1,1,0,1,1,0,0
Vegan Curry,Veg,167,"tofu, coconut milk, sweet potato, peas, curry paste",0.9090909090909092,0.3872727272727272,1.0,0.1054567752291922,0.2422098592518552,0.9917090428945392,1,1,0,0,0,0,0
Turkey Lettuce Wraps,Non-veg,211,"ground turkey, lettuce leaves, ginger, soy sauce, water chestnuts",0.4545454545454545,0.1545454545454545,0.54,0.7060569176345555,0.560612293799513,0.0034244524430712,0,0,1,1,1,1,0
Quinoa Salad,Veg,161,"quinoa, cucumber, cherry tomatoes, feta cheese, lemon dressing",0.0909090909090909,0.4072727272727273,0.64,0.8870491834278299,0.0822721467439488,0.8276694648932064,1,1,0,0,0,1,0
Gluten-Free Pasta,Veg,153,"rice pasta, tomato sauce, garlic, olive oil, basil",0.0909090909090909,0.3,0.76,0.2018778014746185,0.6944934148081318,0.8245603039135557,0,0,0,0,1,0,0
Vegetarian Pizza,Veg,256,"whole wheat crust, tomato sauce, mozzarella, bell peppers, olives",0.5454545454545454,0.7763636363636364,0.96,0.9564197261796568,0.1240884824562949,0.900212995146428,0,1,0,0,0,0,0
Keto Avocado Salad,Non-veg,222,"avocado, bacon, hard boiled egg, mixed greens, ranch dressing",0.4545454545454545,0.1309090909090909,0.76,0.6160768807542657,0.2991435576392357,0.9396481117890528,0,0,1,1,1,0,0
Vegan Curry,Veg,156,"tofu, coconut milk, sweet potato, peas, curry paste",0.0909090909090909,0.5763636363636364,0.38,0.3411798757687118,0.8164304877188774,0.074588827107722,1,1,0,0,0,0,0
Almond Flour Pancakes,Veg,174,"almond flour, eggs, almond milk, maple syrup, baking powder",0.2727272727272727,0.7072727272727273,0.42,0.4546269804508054,0.6447523853085416,0.5260814023107193,0,1,1,1,1,0,1
Vegetarian Pizza,Veg,247,"whole wheat crust, tomato sauce, mozzarella, bell peppers, olives",0.9090909090909092,0.02,0.44,0.6536184971183012,0.4800404105497075,0.6164626694044429,0,1,0,0,0,0,0
Greek Yogurt Parfait,Veg,124,"greek yogurt, honey, granola, mixed berries, walnuts",0.5454545454545454,0.6454545454545455,0.88,0.1830404851780092,0.7912406881977112,0.659929504229907,0,1,0,0,0,1,0
Greek Yogurt Parfait,Veg,119,"greek yogurt, honey, granola, mixed berries, walnuts",1.0,0.9963636363636365,0.62,0.5452498537700657,0.4940735332438128,0.0760169333393843,0,1,0,0,0,1,0
Greek Yogurt Parfait,Veg,115,"greek yogurt, honey, granola, mixed berries, walnuts",0.1818181818181818,0.8072727272727273,0.56,0.420534482898326,0.2036463806548621,0.8437937028544528,0,1,0,0,0,1,0
Chickpea Stew,Veg,130,"chickpeas, spinach, tomatoes, coconut milk, curry powder",0.3636363636363636,0.2872727272727273,0.46,0.4276644185305643,0.346361117166623,0.3689055976112201,1,1,0,0,0,0,1
Almond Flour Pancakes,Veg,192,"almond flour, eggs, almond milk, maple syrup, baking powder",1.0,0.2745454545454545,0.98,0.8714676686066588,0.5796868707211192,0.4372703558205909,0,1,1,1,1,0,0
Chicken Stir Fry,Non-veg,252,"chicken breast, bell peppers, onion, soy sauce, ginger",0.2727272727272727,0.6072727272727273,0.66,0.7970122606772766,0.6562127793010811,0.997243567405748,0,0,1,1,1,0,0
Lentil Soup,Veg,116,"lentils, carrots, celery, onion, vegetable broth, spices",0.1818181818181818,0.4290909090909091,0.34,0.6347884261933693,0.7345128920989995,0.1266417263981565,0,1,0,0,0,0,0
Vegan Curry,Veg,166,"tofu, coconut milk, sweet potato, peas, curry paste",0.2727272727272727,0.8672727272727273,0.44,0.6357737683282744,0.3733424490909406,0.5121331525709617,1,1,0,0,0,0,0
Mediterranean Wrap,Veg,144,"whole wheat wrap, hummus, cucumber, olives, feta cheese",0.3636363636363636,0.5763636363636364,0.92,0.5959483736019028,0.5804282212968455,0.6638886483495328,0,0,0,0,0,1,1
Gluten-Free Pasta,Veg,164,"rice pasta, tomato sauce, garlic, olive oil, basil",0.4545454545454545,0.2618181818181818,0.48,0.9743737079089708,0.2583387381396331,0.6579354055022779,0,0,0,0,1,0,0
Quinoa Salad,Veg,164,"quinoa, cucumber, cherry tomatoes, feta cheese, lemon dressing",0.6363636363636364,0.8345454545454546,0.7,0.9747845273977094,0.454486918053943,0.2323430183995204,1,1,0,0,0,1,0
Keto Omelette,Veg,125,"eggs, spinach, mushrooms, cheddar cheese, avocado",0.4545454545454545,0.4890909090909091,0.3,0.5224286916833177,0.3374068377106099,0.8320897403666785,0,0,1,0,1,0,0
Quinoa Salad,Veg,160,"quinoa, cucumber, cherry tomatoes, feta cheese, lemon dressing",0.3636363636363636,0.5,0.14,0.6202992426343819,0.7081108525407217,0.1625296616524858,1,1,0,0,0,1,0
Almond Flour Pancakes,Veg,187,"almond flour, eggs, almond milk, maple syrup, baking powder",1.0,0.2181818181818181,0.84,0.7401680590125063,0.6650300878160998,0.4737058369144014,0,1,1,1,1,0,0
Chickpea Stew,Veg,152,"chickpeas, spinach, tomatoes, coconut milk, curry powder",0.6363636363636364,0.2818181818181818,0.92,0.8727138130847455,0.2059150015726761,0.1067645182272359,1,1,0,0,0,0,0
Cauliflower Rice Bowl,Veg,169,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.0909090909090909,0.9272727272727272,0.72,0.9413987800324576,0.0389985938690328,0.1170736555296029,1,1,0,1,1,0,0
Paleo Chicken Bowl,Non-veg,271,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.3636363636363636,0.1054545454545454,0.08,0.1038272370784875,0.58569724063143,0.6897736347072912,0,0,1,1,1,0,0
Almond Flour Pancakes,Veg,194,"almond flour, eggs, almond milk, maple syrup, baking powder",0.3636363636363636,0.4381818181818182,0.46,0.6894750523486005,0.0169796049892675,0.3204387710318377,0,1,1,1,1,0,1
Gluten-Free Pasta,Veg,135,"rice pasta, tomato sauce, garlic, olive oil, basil",0.6363636363636364,0.8981818181818182,0.84,0.4913426661506882,0.668097512900458,0.134819569372252,0,0,0,0,1,0,0
Tofu Stir Fry,Veg,145,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.2727272727272727,0.6090909090909091,0.98,0.2028772648083377,0.6746822075110515,0.9747631451427196,1,1,0,0,0,0,0
Quinoa Salad,Veg,159,"quinoa, cucumber, cherry tomatoes, feta cheese, lemon dressing",0.5454545454545454,0.6381818181818182,0.74,0.8725841250456077,0.1771514226297084,0.6942432462962969,1,1,0,0,0,1,0
Grilled Salmon,Non-veg,461,"salmon fillet, lemon, asparagus, olive oil, herbs",0.8181818181818182,0.7509090909090909,0.98,0.2453880702714466,0.8325229359707721,0.8682318530514035,0,0,1,1,1,1,0
Chickpea Stew,Veg,154,"chickpeas, spinach, tomatoes, coconut milk, curry powder",1.0,0.6254545454545455,0.9,0.923378914724239,0.6016761686067642,0.9453878195975988,1,1,0,0,0,0,0
Shrimp Zoodles,Non-veg,329,"shrimp, zucchini noodles, garlic, lemon, parmesan",0.3636363636363636,0.5509090909090909,0.08,0.5801344994394294,0.3490064280761409,0.1546847638069998,0,0,1,1,1,0,1
Paleo Chicken Bowl,Non-veg,284,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.7272727272727273,0.2909090909090909,0.8,0.9984210560790902,0.7538762084877179,0.0850765777364913,0,0,1,1,1,0,0
Keto Avocado Salad,Non-veg,207,"avocado, bacon, hard boiled egg, mixed greens, ranch dressing",0.9090909090909092,0.5872727272727273,0.66,0.4062018648923748,0.32741174845296,0.6689187413066446,0,0,1,1,1,0,0
Paleo Chicken Bowl,Non-veg,273,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.0909090909090909,0.72,0.8,0.3188112346499018,0.8706419983523171,0.3735931238356131,0,0,1,1,1,0,0
Gluten-Free Pasta,Veg,137,"rice pasta, tomato sauce, garlic, olive oil, basil",0.7272727272727273,0.1163636363636363,0.22,0.6129485449491916,0.5644120700491765,0.3783959425946084,0,0,0,0,1,0,0
Quinoa Salad,Veg,141,"quinoa, cucumber, cherry tomatoes, feta cheese, lemon dressing",0.0,0.901818181818182,0.68,0.2284238247907205,0.0729361150408801,0.6040258706883551,1,1,0,0,0,1,0
Shrimp Zoodles,Non-veg,310,"shrimp, zucchini noodles, garlic, lemon, parmesan",0.8181818181818182,0.0036363636363636,0.4,0.8677508521230597,0.5199433705042545,0.4783099141298698,0,0,1,1,1,0,0
Lentil Soup,Veg,112,"lentils, carrots, celery, onion, vegetable broth, spices",0.3636363636363636,0.5509090909090909,0.72,0.2473203003865293,0.4774504596801904,0.3925042007504152,0,1,0,0,0,0,0
Paleo Chicken Bowl,Non-veg,291,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.0909090909090909,0.66,0.84,0.0183144212861236,0.1958264684098457,0.0011907298746317,0,0,1,1,1,0,0
Turkey Lettuce Wraps,Non-veg,213,"ground turkey, lettuce leaves, ginger, soy sauce, water chestnuts",0.3636363636363636,0.2236363636363636,0.28,0.2447196650105072,0.9289221232616868,0.0545099032127951,0,0,1,1,1,1,0
Tofu Stir Fry,Veg,174,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.4545454545454545,0.6054545454545455,0.06,0.2580821356943975,0.2851454566351463,0.3044133393353052,1,1,0,0,0,0,0
Turkey Lettuce Wraps,Non-veg,209,"ground turkey, lettuce leaves, ginger, soy sauce, water chestnuts",1.0,0.5272727272727272,0.14,0.3128930115417441,0.6114248656440545,0.718042321621821,0,0,1,1,1,1,0
Chickpea Stew,Veg,125,"chickpeas, spinach, tomatoes, coconut milk, curry powder",0.2727272727272727,0.1618181818181818,0.48,0.5251496710106573,0.1230886616791089,0.8629782473427602,1,1,0,0,0,0,0
Gluten-Free Pasta,Veg,153,"rice pasta, tomato sauce, garlic, olive oil, basil",0.5454545454545454,0.5654545454545454,0.96,0.5702108338318922,0.2567641389887943,0.9676965108288088,0,0,0,0,1,0,0
Vegan Buddha Bowl,Veg,194,"quinoa, chickpeas, avocado, sweet potato, kale, tahini",0.4545454545454545,0.6981818181818182,0.86,0.0436235444739737,0.6342998437190821,0.9560385864268228,1,1,0,0,1,0,0
Keto Avocado Salad,Non-veg,206,"avocado, bacon, hard boiled egg, mixed greens, ranch dressing",0.8181818181818182,0.9454545454545454,0.28,0.6141036236059237,0.4116183032303112,0.8431957057947378,0,0,1,1,1,0,0
Vegan Curry,Veg,178,"tofu, coconut milk, sweet potato, peas, curry paste",0.6363636363636364,0.0872727272727272,0.5,0.2569447608355851,0.3023762829807213,0.7340340661950591,1,1,0,0,0,0,0
Vegan Buddha Bowl,Veg,199,"quinoa, chickpeas, avocado, sweet potato, kale, tahini",1.0,0.3018181818181818,0.18,0.8136711657615774,0.7681403651473315,0.1449895207416349,1,1,0,0,1,0,0
Cauliflower Rice Bowl,Veg,171,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.3636363636363636,0.8763636363636363,0.86,0.8672115274828336,0.2168410013644569,0.0903704653697427,1,1,0,1,1,0,0
Eggplant Parmesan,Veg,196,"eggplant, marinara sauce, mozzarella, parmesan, basil",0.3636363636363636,0.76,0.54,0.2072322039951712,0.6391213570311884,0.2534193687294449,0,1,0,0,0,1,0
Tofu Stir Fry,Veg,168,"tofu, broccoli, carrots, snap peas, soy sauce, sesame oil",0.7272727272727273,0.46,0.48,0.9928411601951702,0.1363390008039048,0.6967912209108647,1,1,0,0,0,0,0
Keto Omelette,Veg,123,"eggs, spinach, mushrooms, cheddar cheese, avocado",0.8181818181818182,0.6781818181818182,0.76,0.7282219245196041,0.0154169864737666,0.3386075867015471,0,0,1,0,1,0,1
Shrimp Zoodles,Non-veg,324,"shrimp, zucchini noodles, garlic, lemon, parmesan",0.1818181818181818,0.3945454545454545,0.74,0.5813423443475582,0.2744062801735085,0.0738852388175275,0,0,1,1,1,0,1
Vegan Curry,Veg,171,"tofu, coconut milk, sweet potato, peas, curry paste",0.3636363636363636,0.64,0.7,0.1928399086240975,0.323740940155272,0.2228394005364392,1,1,0,0,0,0,0
Keto Avocado Salad,Non-veg,224,"avocado, bacon, hard boiled egg, mixed greens, ranch dressing",0.5454545454545454,0.9381818181818182,0.86,0.2348993291957961,0.5409261388329358,0.8838825240065178,0,0,1,1,1,0,0
Cauliflower Rice Bowl,Veg,161,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.1818181818181818,0.6909090909090909,0.04,0.1912895339031483,0.0520266119970443,0.3764299986450631,1,1,0,1,1,0,0
Paleo Chicken Bowl,Non-veg,290,"grilled chicken, sweet potato, broccoli, avocado, olive oil",0.0,0.6418181818181818,0.44,0.4675804201385541,0.0598497043755495,0.5623941671252722,0,0,1,1,1,0,0
Vegan Buddha Bowl,Veg,204,"quinoa, chickpeas, avocado, sweet potato, kale, tahini",0.3636363636363636,0.8654545454545455,0.6,0.7586984394678645,0.1704627917826473,0.4077929774051419,1,1,0,0,1,0,0
Eggplant Parmesan,Veg,186,"eggplant, marinara sauce, mozzarella, parmesan, basil",1.0,0.7254545454545455,0.22,0.9862584172413892,0.4756369787183261,0.3805270862134821,0,1,0,0,0,1,0
